,From,To,Date,Subject,From_Name,To_Name,CurrentEmploymentType_To_List,CurrentEmploymentType_To_Unique,Subject_new,just_date,day,Time_of_day,LastName_From,FirstName_From,BirthDate_From,BirthCountry_From,Gender_From,CitizenshipCountry_From,CitizenshipBasis_From,CitizenshipStartDate_From,PassportCountry_From,PassportIssueDate_From,PassportExpirationDate_From,CurrentEmploymentType_From,CurrentEmploymentTitle_From,CurrentEmploymentStartDate_From,EmailAddress_From,MilitaryServiceBranch_From,MilitaryDischargeType_From,MilitaryDischargeDate_From,CurrentEmploymentType_Original_From,CurrentEmploymentType_To_Unlisted
768,Dante.Coginian@gastech.com.kronos,"Irene.Nant@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Varro.Awelon@gastech.com.kronos",2014-01-14 16:29:00,RE: Be Careful!,Dante Coginian,"['Nant Irene', 'Morluniau Cecilia', 'Hawelon Claudio', 'Hawelon Benito', 'Scozzese Dylan', 'Morlun Adan', 'Mies Henk', 'Arpa Emile', 'Awelon Varro']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Be Careful!,2014-01-14,14,Working hours (9-5),Coginian,Dante,1971-12-01,Kronos,Male,Kronos,BirthNation,1971-12-01,,,,Facilities,Lead Janitor,1995-01-07,Dante.Coginian@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,1992-10-01,Facilities,Facilities
769,Irene.Nant@gastech.com.kronos,"Benito.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Irene.Nant@gastech.com.kronos",2014-01-14 16:52:00,RE: Be Careful!,Irene Nant,"['Hawelon Benito', 'Hawelon Claudio', 'Morluniau Cecilia', 'Scozzese Dylan', 'Arpa Emile', 'Coginian Dante', 'Morlun Adan', 'Awelon Varro', 'Nant Irene']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Be Careful!,2014-01-14,14,Working hours (9-5),Nant,Irene,1985-03-13,Kronos,Female,Kronos,BirthNation,1985-03-13,,,,Facilities,Truck Driver,2008-11-30,Irene.Nant@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2005-10-01,Facilities,Facilities
770,Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,Vira.Frente@gastech.com.kronos,Adra.Nubarron@gastech.com.kronos,Marin.Onda@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,Brand.Tempestad@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Anda.Ribera@gastech.com.kronos",2014-01-14 16:54:00,Updated Safety Policies,Mat Bramar,All,"['Executive', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Executive', 'Executive', 'Executive', 'Executive', 'Executive', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'IT', 'IT', 'IT', 'IT', 'IT', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Facilities', 'Facilities', 'Executive', 'Facilities', 'IT', 'Executive', 'Security', 'Engineering', 'Executive']",['Executive' 'Engineering' 'Facilities' 'IT' 'Security'],Updated Safety Policies,2014-01-14,14,Working hours (9-5),Bramar,Mat,1981-12-19,Tethys,Male,Tethys,BirthNation,1981-12-19,Tethys,2007-12-12,2017-12-11,Executive,Assistant to CEO,2005-07-01,Mat.Bramar@gastech.com.kronos,,,,Administration,Not unique department
771,Linda.Lagos@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-14 16:54:00,RE: Too funy - you have to see this...,Linda Lagos,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Too funy - you have to see this...,2014-01-14,14,Working hours (9-5),Lagos,Linda,1980-01-26,Tethys,Female,Tethys,BirthNation,1980-01-26,Tethys,2009-11-01,2019-10-31,Executive,Assistant to COO,2010-02-01,Linda.Lagos@gastech.com.kronos,,,,Administration,Not unique department
772,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-14 16:56:00,RE: Too funy - you have to see this...,Carla Forluniau,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Too funy - you have to see this...,2014-01-14,14,Working hours (9-5),Forluniau,Carla,1981-06-02,Kronos,Female,Kronos,BirthNation,1981-06-02,,,,IT,Assistant to IT Group Manager,2005-03-07,Carla.Forluniau@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2001-10-01,Administration,Not unique department
773,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-14 16:57:00,RE: Training opportunity,Carla Forluniau,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Training opportunity,2014-01-14,14,Working hours (9-5),Forluniau,Carla,1981-06-02,Kronos,Female,Kronos,BirthNation,1981-06-02,,,,IT,Assistant to IT Group Manager,2005-03-07,Carla.Forluniau@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2001-10-01,Administration,Not unique department
774,Ruscella.Mies.Haber@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos",2014-01-14 16:57:00,RE: Action: Virus detected on your system,Ruscella Mies Haber,"['Ferro Inga', 'Bodrogi Loreto', 'Vann Isia', 'Osvaldo Hennie', 'Mies Minke', 'Mies Haber Ruscella']","['Security', 'Security', 'Security', 'Security', 'Security', 'Engineering']",['Security' 'Engineering'], Action: Virus detected on your system,2014-01-14,14,Working hours (9-5),Mies Haber,Ruscella,1964-04-26,Kronos,Female,Kronos,BirthNation,1964-04-26,,,,Engineering,Assistant to Engineering Group Manager,2003-04-02,Ruscella.Mies.Haber@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,1984-10-01,Administration,Not unique department
775,Ingrid.Barranco@gastech.com.kronos,"Ada.Campo-Corrente@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos",2014-01-14 17:01:00,RE: Impact of local politics on profit margin,Ingrid Barranco,"['Campo-Corrente Ada', 'Strum Orhan', 'Vasco-Pais Willem', 'Barranco Ingrid']","['Executive', 'Executive', 'Executive', 'Executive']",['Executive'], Impact of local politics on profit margin,2014-01-14,14,Working hours (9-5),Barranco,Ingrid,1961-10-26,Tethys,Female,Tethys,BirthNation,1961-10-26,Tethys,2013-07-01,2023-06-30,Executive,SVP/CFO,2003-09-30,Ingrid.Barranco@gastech.com.kronos,,,,Executive,Executive
776,Varro.Awelon@gastech.com.kronos,"Claudio.Hawelon@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Dante.Coginian@gastech.com.kronos",2014-01-14 17:04:00,RE: Route suggestion for next shift,Varro Awelon,"['Hawelon Claudio', 'Hafon Albina', 'Scozzese Dylan', 'Nant Irene', 'Awelon Varro', 'Hawelon Benito', 'Coginian Dante']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Route suggestion for next shift,2014-01-14,14,Working hours (9-5),Awelon,Varro,1986-05-05,Kronos,Male,Kronos,BirthNation,1986-05-05,,,,Facilities,Janitor,2012-10-22,Varro.Awelon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2006-10-01,Facilities,Facilities
777,Hennie.Osvaldo@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos",2014-01-14 17:09:00,RE: Action: Virus detected on your system,Hennie Osvaldo,"['Ferro Inga', 'Bodrogi Loreto', 'Vann Isia', 'Osvaldo Hennie', 'Mies Minke', 'Mies Haber Ruscella']","['Security', 'Security', 'Security', 'Security', 'Security', 'Engineering']",['Security' 'Engineering'], Action: Virus detected on your system,2014-01-14,14,Working hours (9-5),Osvaldo,Hennie,1988-05-31,Kronos,Male,Kronos,BirthNation,1988-05-31,,,,Security,Perimeter Control,2011-06-07,Hennie.Osvaldo@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2010-10-01,Security,Not unique department
778,Dylan.Scozzese@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Irene.Nant@gastech.com.kronos",2014-01-14 17:10:00,RE: Traffic advisory for today,Dylan Scozzese,"['Scozzese Dylan', 'Hawelon Claudio', 'Arpa Emile', 'Nant Irene']","['Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Traffic advisory for today,2014-01-14,14,Working hours (9-5),Scozzese,Dylan,1986-05-25,Kronos,Male,Kronos,BirthNation,1986-05-25,,,,Facilities,Truck Driver,2007-03-01,Dylan.Scozzese@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2006-10-01,Facilities,Facilities
779,Irene.Nant@gastech.com.kronos,"Claudio.Hawelon@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Dante.Coginian@gastech.com.kronos",2014-01-14 17:13:00,RE: Route suggestion for next shift,Irene Nant,"['Hawelon Claudio', 'Hafon Albina', 'Scozzese Dylan', 'Nant Irene', 'Awelon Varro', 'Hawelon Benito', 'Coginian Dante']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Route suggestion for next shift,2014-01-14,14,Working hours (9-5),Nant,Irene,1985-03-13,Kronos,Female,Kronos,BirthNation,1985-03-13,,,,Facilities,Truck Driver,2008-11-30,Irene.Nant@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2005-10-01,Facilities,Facilities
780,Loreto.Bodrogi@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos",2014-01-14 17:15:00,RE: Action: Virus detected on your system,Loreto Bodrogi,"['Ferro Inga', 'Bodrogi Loreto', 'Vann Isia', 'Osvaldo Hennie', 'Mies Minke', 'Mies Haber Ruscella']","['Security', 'Security', 'Security', 'Security', 'Security', 'Engineering']",['Security' 'Engineering'], Action: Virus detected on your system,2014-01-14,14,Working hours (9-5),Bodrogi,Loreto,1989-04-17,Kronos,Male,Kronos,BirthNation,1989-04-17,,,,Security,Site Control,2013-08-17,Loreto.Bodrogi@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2008-10-01,Security,Not unique department
781,Linda.Lagos@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-14 17:21:00,RE: Training opportunity,Linda Lagos,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Training opportunity,2014-01-14,14,Working hours (9-5),Lagos,Linda,1980-01-26,Tethys,Female,Tethys,BirthNation,1980-01-26,Tethys,2009-11-01,2019-10-31,Executive,Assistant to COO,2010-02-01,Linda.Lagos@gastech.com.kronos,,,,Administration,Not unique department
782,Linda.Lagos@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-14 17:25:00,RE: Too funy - you have to see this...,Linda Lagos,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Too funy - you have to see this...,2014-01-14,14,Working hours (9-5),Lagos,Linda,1980-01-26,Tethys,Female,Tethys,BirthNation,1980-01-26,Tethys,2009-11-01,2019-10-31,Executive,Assistant to COO,2010-02-01,Linda.Lagos@gastech.com.kronos,,,,Administration,Not unique department
783,Isak.Baza@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Isak.Baza@gastech.com.kronos",2014-01-14 17:38:00,RE: Conference report,Isak Baza,"['Alcazar Lucas', 'Flecha Sven', 'Baza Isak']","['IT', 'IT', 'IT']",['IT'], Conference report,2014-01-14,14,Working hours (9-5),Baza,Isak,1979-02-12,Tethys,Male,Tethys,BirthNation,1979-02-12,Tethys,2008-08-13,2018-08-12,IT,IT Technician,2002-03-20,Isak.Baza@gastech.com.kronos,,,,Information Technology,IT
784,Claudio.Hawelon@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Irene.Nant@gastech.com.kronos",2014-01-14 17:47:00,RE: Traffic advisory for today,Claudio Hawelon,"['Scozzese Dylan', 'Hawelon Claudio', 'Arpa Emile', 'Nant Irene']","['Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Traffic advisory for today,2014-01-14,14,Working hours (9-5),Hawelon,Claudio,1983-08-13,Kronos,Male,Kronos,BirthNation,1983-08-13,,,,Facilities,Truck Driver,2007-03-13,Claudio.Hawelon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2003-10-01,Facilities,Facilities
785,Linda.Lagos@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-14 17:56:00,RE: Training opportunity,Linda Lagos,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Training opportunity,2014-01-14,14,Working hours (9-5),Lagos,Linda,1980-01-26,Tethys,Female,Tethys,BirthNation,1980-01-26,Tethys,2009-11-01,2019-10-31,Executive,Assistant to COO,2010-02-01,Linda.Lagos@gastech.com.kronos,,,,Administration,Not unique department
786,Inga.Ferro@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos",2014-01-14 17:58:00,RE: Action: Virus detected on your system,Inga Ferro,"['Ferro Inga', 'Bodrogi Loreto', 'Vann Isia', 'Osvaldo Hennie', 'Mies Minke', 'Mies Haber Ruscella']","['Security', 'Security', 'Security', 'Security', 'Security', 'Engineering']",['Security' 'Engineering'], Action: Virus detected on your system,2014-01-14,14,Working hours (9-5),Ferro,Inga,1989-06-17,Kronos,Female,Kronos,BirthNation,1989-06-17,,,,Security,Site Control,2013-01-11,Inga.Ferro@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2012-10-01,Security,Not unique department
787,Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Isak.Baza@gastech.com.kronos",2014-01-14 18:01:00,RE: Conference report,Lucas Alcazar,"['Alcazar Lucas', 'Flecha Sven', 'Baza Isak']","['IT', 'IT', 'IT']",['IT'], Conference report,2014-01-14,14,After hours (the rest),Alcazar,Lucas,1990-04-17,Tethys,Male,Tethys,BirthNation,1990-04-17,Tethys,2013-01-24,2023-01-23,IT,IT Helpdesk,2010-11-30,Lucas.Alcazar@gastech.com.kronos,,,,Information Technology,IT
788,Sten.SanjorgeJr.@gastech.com.tethys,"Sten.SanjorgeJr.@gastech.com.tethys,Willem.Vasco-Pais@gastech.com.kronos",2014-01-14 18:05:00,RE: Operational efficiencies,Sten SanjorgeJr ,"['Sanjorge Jr. Sten', 'Vasco-Pais Willem']","['Executive', 'Executive']",['Executive'], Operational efficiencies,2014-01-14,14,After hours (the rest),Sanjorge Jr.,Sten,1948-08-29,Tethys,Male,Tethys,BirthNation,1948-08-29,Tethys,2013-04-21,2023-04-20,Executive,President/CEO,1990-11-09,Sten.SanjorgeJr.@gastech.com.tethys,,,,Executive,Executive
789,Albina.Hafon@gastech.com.kronos,"Claudio.Hawelon@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Dante.Coginian@gastech.com.kronos",2014-01-14 18:05:00,RE: Route suggestion for next shift,Albina Hafon,"['Hawelon Claudio', 'Hafon Albina', 'Scozzese Dylan', 'Nant Irene', 'Awelon Varro', 'Hawelon Benito', 'Coginian Dante']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Route suggestion for next shift,2014-01-14,14,After hours (the rest),Hafon,Albina,1987-06-14,Kronos,Female,Kronos,BirthNation,1987-06-14,,,,Facilities,Truck Driver,2009-09-12,Albina.Hafon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2007-10-01,Facilities,Facilities
790,Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Isak.Baza@gastech.com.kronos",2014-01-14 18:19:00,RE: Conference report,Lucas Alcazar,"['Alcazar Lucas', 'Flecha Sven', 'Baza Isak']","['IT', 'IT', 'IT']",['IT'], Conference report,2014-01-14,14,After hours (the rest),Alcazar,Lucas,1990-04-17,Tethys,Male,Tethys,BirthNation,1990-04-17,Tethys,2013-01-24,2023-01-23,IT,IT Helpdesk,2010-11-30,Lucas.Alcazar@gastech.com.kronos,,,,Information Technology,IT
791,Emile.Arpa@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Irene.Nant@gastech.com.kronos",2014-01-14 18:38:00,RE: Traffic advisory for today,Emile Arpa,"['Scozzese Dylan', 'Hawelon Claudio', 'Arpa Emile', 'Nant Irene']","['Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Traffic advisory for today,2014-01-14,14,After hours (the rest),Arpa,Emile,1992-10-01,Kronos,Male,Kronos,BirthNation,1992-10-01,,,,Facilities,Janitor,2013-03-18,Emile.Arpa@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2012-10-01,Facilities,Facilities
792,Hennie.Osvaldo@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos",2014-01-14 18:45:00,RE: Action: Virus detected on your system,Hennie Osvaldo,"['Ferro Inga', 'Bodrogi Loreto', 'Vann Isia', 'Osvaldo Hennie', 'Mies Minke', 'Mies Haber Ruscella']","['Security', 'Security', 'Security', 'Security', 'Security', 'Engineering']",['Security' 'Engineering'], Action: Virus detected on your system,2014-01-14,14,After hours (the rest),Osvaldo,Hennie,1988-05-31,Kronos,Male,Kronos,BirthNation,1988-05-31,,,,Security,Perimeter Control,2011-06-07,Hennie.Osvaldo@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2010-10-01,Security,Not unique department
